Sample_Name,MAG_Identifier,Contig,Start,Stop,ORF_ID,Best_Hit_ARO,Resistance Mechanism,AMR_Gene_Family,Antibiotic,Drug Class,Model_Type,Percent of Sequence,Identity_perc
bc2125,complete.4,contig_2_3058,3186996,3187823,,OXA-2,antibiotic inactivation,OXA beta-lactamase; OXA-2-like beta-lactamase,oxacillin; ceftazidime; amoxicillin; meropenem; ampicillin,carbapenem; cephalosporin; penicillin beta-lactam,Perfect,100.00,100.0
bc2125,complete.4,contig_2_3059,3187876,3188430,,AAC(6')-IIa,antibiotic inactivation,AAC(6'),dibekacin; sisomicin; netilmicin; tobramycin; 2'-N-ethylnetilmicin; 5-episisomicin; gentamicin,aminoglycoside antibiotic,Strict,100.00,87.5
bc2125,complete.4,contig_2_3060,3188500,3189327,,OXA-2,antibiotic inactivation,OXA beta-lactamase; OXA-2-like beta-lactamase,oxacillin; ceftazidime; amoxicillin; meropenem; ampicillin,carbapenem; cephalosporin; penicillin beta-lactam,Perfect,100.00,100.0
bc2125,metabat2.14,contig_111_1230,1384973,1388158,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,68.85
bc2125,metabat2.14,contig_111_1672,1885376,1888567,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.44
bc2125,metabat2.14,contig_112_259,298336,301515,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2125,metabat2.14,contig_112_1746,1955918,1959070,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2125,metabat2.14,contig_112_2891,3236306,3236878,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,121.79,65.99
bc2125,metabat2.17,contig_417_1128,1362435,1365629,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,43.89
bc2125,metabat2.17,contig_417_1352,1624364,1627549,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,42.62
bc2125,metabat2.17,contig_417_2714,3358878,3361358,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.01,35.68
bc2125,metabat2.6,contig_3538_57,58752,61937,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,50.85
bc2125,semibin2,contig_1082_4,1135,1467,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,48.78
bc2125,semibin2,contig_1857_42,50227,51423,,smeA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1507,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,100.00,95.73
bc2125,semibin2,contig_1857_44,52940,53629,,smeR,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1550,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,100.00,98.25
bc2125,semibin2,contig_191_135,156771,157775,,APH(9)-Ic,antibiotic inactivation,APH(9),spectinomycin,aminoglycoside antibiotic,Strict,96.53,95.21
bc2125,semibin2,contig_3483_43,43860,47030,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.72,60.15
bc2125,semibin2,contig_3516_118,124839,126023,,smeD,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,97.21
bc2125,semibin2,contig_3516_119,126036,129158,,smeE,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,98.85
bc2125,semibin2,contig_3516_120,129231,130616,,smeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,98.93,98.7
bc2125,semibin2,contig_3516_637,720444,720911,,AAC(6')-Iap,antibiotic inactivation,AAC(6'),dibekacin; amikacin; sisomicin; netilmicin; tobramycin; 2'-N-ethylnetilmicin; 5-episisomicin,aminoglycoside antibiotic,Strict,100.00,85.43
bc2125,semibin2,contig_3624_21,17218,18027,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,115.45,32.85
bc2125,semibin2,contig_2576_217,246530,248974,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.33,34.99
bc2125,semibin2,contig_3453_360,396128,399280,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,41.34
bc2125,semibin2,contig_77_279,292647,293639,,vanH gene in vanD cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,102.17,34.18
bc2126,complete.4,contig_16_2720,3255258,3257738,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.01,35.68
bc2126,complete.4,contig_16_4064,4973034,4976219,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,42.62
bc2126,complete.4,contig_16_4288,5234961,5238155,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,43.89
bc2126,complete.5,contig_249_1487,1629023,1632187,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,43.12
bc2126,complete.5,contig_249_4386,4733563,4736826,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,102.64,70.94
bc2126,metabat2.10,contig_1_222,255350,258511,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.43,42.63
bc2126,metabat2.10,contig_1_2461,2686826,2687155,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,43.59
bc2126,metabat2.10,contig_339_352,377903,381094,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,75.88
bc2126,metabat2.10,contig_339_2163,2439082,2442255,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,44.47
bc2126,metabat2.1,contig_4015_23,25893,26303,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,96.45,55.88
bc2126,metabat2.1,contig_723_663,732440,735670,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,70.89
bc2126,metabat2.43,contig_106_1066,1107112,1110324,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.04,69.86
bc2126,metabat2.43,contig_106_1810,1904539,1904868,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,43.4
bc2126,metabat2.43,contig_1319_53,47021,47482,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,98.08,68.31
bc2126,metabat2.43,contig_1319_502,534716,537877,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.43,45.46
bc2126,semibin2,contig_2662_71,75744,76556,,vanY gene in vanG cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,96.77,37.69
bc2126,semibin2,contig_3282_46,35998,36627,,vanY gene in vanB cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,77.99,25.32
bc2126,semibin2,contig_180_17,19825,23013,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.09
bc2126,semibin2,contig_1076_99,96294,99482,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,53.32
bc2126,semibin2,contig_4041_521,525803,528991,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,71.36
bc2127,complete.21,contig_714_217,282353,283075,,vanY gene in vanB cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,89.55,40.51
bc2127,complete.21,contig_714_2247,2384068,2384397,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,47.57
bc2127,complete.24,contig_953_2951,3230820,3234005,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,50.85
bc2127,metabat2.12,contig_100_312,348497,351691,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,57.98
bc2127,metabat2.12,contig_100_737,834813,835238,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,100.00,56.62
bc2127,metabat2.12,contig_100_1973,2209181,2209618,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,135.51,50.0
bc2127,metabat2.12,contig_102_1634,1878389,1881619,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,70.89
bc2127,metabat2.15,contig_1061_366,397191,398207,,vanH gene in vanO cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,96.57,38.32
bc2127,metabat2.15,contig_151_27,38270,41446,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.91,51.53
bc2127,metabat2.15,contig_1866_301,314841,318014,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,43.37
bc2127,metabat2.31,contig_123_1792,2053599,2056790,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,51.13
bc2127,metabat2.31,contig_343_960,1051037,1051375,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,104.67,34.58
bc2127,metabat2.31,contig_449_272,334464,337661,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.57,47.63
bc2127,metabat2.32,contig_1753_179,195521,196330,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,115.45,32.35
bc2127,metabat2.32,contig_184_94,102487,103872,,smeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,98.93,97.61
bc2127,metabat2.32,contig_184_95,103945,107067,,smeE,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,98.65
bc2127,metabat2.32,contig_1940_935,1014041,1014373,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,48.78
bc2127,metabat2.32,contig_74_81,93015,93704,,smeR,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1550,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,100.00,96.51
bc2127,metabat2.33,contig_11_195,210436,211008,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,121.79,65.99
bc2127,metabat2.33,contig_11_1692,1927652,1930843,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.34
bc2127,metabat2.33,contig_954_883,978537,981719,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,60.19
bc2127,metabat2.33,contig_954_1376,1525340,1528492,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2127,metabat2.41,contig_1769_59,61060,64224,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,43.31
bc2127,semibin2,contig_1908_440,547789,548121,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,43.81
bc2127,semibin2,contig_49_184,186125,189304,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,42.33
bc2127,semibin2,contig_894_159,165933,166748,,sul2,antibiotic target replacement,sulfonamide resistant sul,sulfadiazine; sulfadimidine; sulfadoxine; sulfamethoxazole; sulfisoxazole; sulfacetamide; mafenide; sulfasalazine; sulfamethizole,sulfonamide antibiotic,Perfect,100.00,100.0
bc2127,semibin2,contig_894_162,168540,169676,,tet(X),antibiotic inactivation,tetracycline inactivation enzyme,tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline,glycylcycline; tetracycline antibiotic,Strict,97.42,99.47
bc2127,semibin2,contig_894_163,170064,171290,,EreD,antibiotic inactivation,macrolide esterase,erythromycin,macrolide antibiotic,Strict,100.00,95.34
bc2127,semibin2,contig_894_164,171491,172354,,aadS,antibiotic inactivation,ANT(6),streptomycin,aminoglycoside antibiotic,Perfect,100.00,100.0
bc2127,semibin2,contig_894_166,173800,174600,,ErmF,antibiotic target alteration,Erm 23S ribosomal RNA methyltransferase,erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,Strict,100.00,98.5
bc2127,semibin2,contig_894_167,174803,175627,,OXA-347,antibiotic inactivation,OXA beta-lactamase,oxacillin,penicillin beta-lactam,Perfect,100.00,100.0
bc2127,semibin2,contig_958_333,370402,372858,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.89,32.35
bc2128,complete.23,contig_1958_420,452734,453483,,BlaB-25,antibiotic inactivation,BlaB beta-lactamase,4386,carbapenem; penicillin beta-lactam,Strict,100.00,99.6
bc2128,complete.23,contig_1958_754,786077,786949,,GOB-29,antibiotic inactivation,GOB beta-lactamase,4642,carbapenem; cephalosporin; penicillin beta-lactam,Perfect,100.00,100.0
bc2128,complete.23,contig_1958_1596,1741221,1743671,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.61,33.5
bc2128,complete.23,contig_1958_1973,2144047,2147223,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.91,41.1
bc2128,complete.23,contig_1958_2101,2264545,2265249,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,83.27,33.76
bc2128,complete.23,contig_1958_2531,2727239,2730361,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.21,41.5
bc2128,complete.23,contig_1958_3001,3259432,3260325,,CME-2,antibiotic inactivation,CME beta-lactamase,4463,penicillin beta-lactam,Strict,100.00,94.61
bc2128,complete.23,contig_1958_3008,3265799,3266131,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,45.37
bc2128,metabat2.16,contig_1670_57,47136,47555,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,98.58,53.38
bc2128,metabat2.16,contig_1670_81,75053,75394,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,105.61,44.23
bc2128,metabat2.21,contig_1_1079,1216644,1219823,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2128,metabat2.21,contig_1513_8,9038,9610,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,121.79,65.99
bc2128,metabat2.21,contig_9_1,3,1886,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,59.30,68.63
bc2128,metabat2.21,contig_9_435,496265,499456,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.44
bc2128,metabat2.25,contig_237_286,299613,302747,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.58,41.82
bc2128,metabat2.25,contig_760_979,1022140,1025328,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,53.32
bc2128,metabat2.25,contig_760_1275,1319931,1323119,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,71.36
bc2128,metabat2.28,contig_12_1065,1233526,1236717,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,75.97
bc2128,metabat2.28,contig_18_400,451717,452289,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,121.79,65.99
bc2128,metabat2.28,contig_2_1472,1606899,1610078,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2128,metabat2.28,contig_4_827,886842,889994,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2128,metabat2.35,contig_2429_314,385150,388329,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,50.9
bc2128,metabat2.5,contig_2137_86,86608,89793,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,42.62
bc2128,metabat2.5,contig_2318_217,255478,257958,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.01,35.68
bc2128,metabat2.5,contig_284_2,859,4053,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,43.89
bc2128,semibin2,contig_2163_9,10917,13481,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,119.94,34.59
bc2128,semibin2,contig_301_1581,2214461,2217631,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.72,41.77
bc2128,semibin2,contig_301_2317,3087092,3087421,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,45.28
bc2128,semibin2,contig_301_2887,3782192,3785374,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,43.61
bc2128,semibin2,contig_791_724,896993,900133,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.77,42.95
bc2128,semibin2,contig_791_1333,1630761,1633958,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.57,42.56
bc2128,semibin2,contig_791_1761,2160459,2163632,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,43.39
bc2128,semibin2,contig_1421_219,216053,216382,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,38.55
bc2128,semibin2,contig_2304_17,16185,19391,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.85,42.12
bc2128,semibin2,contig_305_689,796595,799780,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,50.85
bc2128,semibin2,contig_2151_178,183524,184708,,smeD,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,97.72
bc2128,semibin2,contig_2151_179,184721,187843,,smeE,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,98.94
bc2128,semibin2,contig_2151_180,187969,189354,,smeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,98.93,98.7
bc2128,semibin2,contig_2249_4,2076,2408,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,50.0
bc2128,semibin2,contig_2267_248,296945,297412,,AAC(6')-Iap,antibiotic inactivation,AAC(6'),dibekacin; amikacin; sisomicin; netilmicin; tobramycin; 2'-N-ethylnetilmicin; 5-episisomicin,aminoglycoside antibiotic,Strict,100.00,86.09
